,id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking Status Predicted
15436,57536,1,0,0,2,0,0,0,16,2017,10,30,0,0,0,0,95.0,0,0
15437,57537,2,1,0,1,0,0,0,127,2018,6,28,1,0,0,0,121.5,1,0
15438,57538,1,0,1,2,2,0,0,206,2018,9,29,0,0,0,0,110.75,0,0
15439,57539,2,0,0,3,1,0,0,102,2018,7,26,1,0,0,0,94.5,0,1
15440,57540,2,0,0,3,0,0,1,258,2018,10,16,1,0,0,0,123.33,0,1
15441,57541,3,0,0,2,0,0,1,38,2018,5,13,1,0,0,0,168.3,0,1
15442,57542,2,0,1,2,0,0,0,89,2018,7,31,0,0,0,0,72.25,1,0
15443,57543,2,0,0,2,0,0,1,22,2018,2,5,1,0,0,0,64.22,1,0
15444,57544,2,1,1,2,0,0,0,51,2017,7,4,0,0,0,0,68.0,1,0
15445,57545,2,1,0,2,0,0,0,20,2017,10,28,1,0,0,0,135.0,3,0
15446,57546,2,0,2,1,0,0,0,207,2018,5,4,1,0,0,0,106.2,1,1
15447,57547,1,1,1,2,0,0,1,13,2018,5,22,1,0,0,0,118.51,1,0
15448,57548,2,0,0,3,0,0,0,7,2017,12,29,0,0,0,0,66.0,0,0
15449,57549,2,1,2,2,0,0,1,65,2018,4,23,1,0,0,0,118.8,1,0
15450,57550,2,0,2,3,0,0,1,189,2018,8,23,1,0,0,0,90.95,0,1
15451,57551,1,0,2,4,0,1,0,122,2018,11,27,2,1,0,1,68.0,0,0
15452,57552,2,0,1,2,0,0,0,230,2017,8,29,1,0,0,0,76.85,1,1
15453,57553,2,0,0,3,2,0,1,119,2018,3,29,1,0,0,0,131.4,0,1
15454,57554,2,0,0,3,0,0,0,212,2018,5,20,0,0,0,0,78.0,0,0
15455,57555,1,0,0,2,0,0,0,12,2018,6,8,0,0,0,0,90.0,1,0
15456,57556,2,0,0,4,1,0,0,168,2018,7,5,1,0,0,0,89.25,0,1
15457,57557,3,0,0,4,0,0,1,65,2018,12,7,1,0,0,0,119.0,1,0
15458,57558,2,2,0,1,0,0,3,4,2018,4,23,1,0,0,0,211.0,0,1
15459,57559,2,0,2,5,0,0,2,107,2018,6,13,1,0,0,0,86.62,0,1
15460,57560,2,0,2,0,1,0,0,149,2018,8,27,1,0,0,0,85.5,0,1
15461,57561,1,0,2,0,2,0,0,275,2018,4,17,0,0,0,0,90.0,0,0
15462,57562,2,0,1,1,1,0,0,124,2018,8,8,0,0,0,0,94.5,0,0
15463,57563,2,0,0,3,0,0,0,44,2018,2,29,0,0,0,0,75.0,0,0
15464,57564,2,0,1,3,0,0,0,166,2018,5,19,1,0,0,0,100.3,0,1
15465,57565,2,1,2,1,0,0,0,12,2018,7,9,0,0,0,0,85.0,2,0
15466,57566,1,0,1,2,0,0,0,37,2017,11,13,0,0,0,0,37.33,0,0
15467,57567,2,0,0,1,0,0,0,67,2018,3,26,0,0,0,0,76.16,1,0
15468,57568,2,0,2,1,0,0,0,44,2018,4,22,0,0,0,0,95.0,1,0
15469,57569,2,0,0,3,0,0,1,63,2018,4,21,1,0,0,0,106.2,0,1
15470,57570,1,0,2,1,0,0,1,52,2018,5,11,1,0,0,0,140.4,0,1
15471,57571,2,0,1,3,0,0,0,219,2018,10,3,1,0,0,0,72.25,0,1
15472,57572,3,0,1,2,0,0,1,64,2018,7,15,1,0,0,0,138.99,2,0
15473,57573,2,0,2,2,0,0,0,62,2018,4,17,0,0,0,0,75.0,0,0
15474,57574,2,0,1,3,1,0,0,59,2018,11,27,1,0,0,0,63.75,0,1
15475,57575,2,1,0,1,2,0,0,21,2018,8,24,1,0,0,0,175.67,0,1
15476,57576,3,0,1,2,0,0,1,147,2018,8,22,1,0,0,0,137.7,0,1
15477,57577,2,0,0,4,1,0,0,127,2018,7,27,1,0,0,0,94.5,1,0
15478,57578,1,0,0,2,0,0,0,18,2017,9,4,0,0,0,0,77.0,0,0
15479,57579,2,0,2,4,0,0,2,121,2017,12,21,1,0,0,0,103.5,1,0
15480,57580,2,0,2,1,2,0,0,5,2017,8,15,0,0,0,0,152.0,0,0
15481,57581,2,0,2,1,0,0,0,129,2018,3,19,1,0,0,0,80.75,0,1
15482,57582,3,0,2,2,0,0,1,156,2018,12,23,1,0,0,0,119.0,3,0
15483,57583,1,2,0,2,1,1,0,1,2018,8,16,1,0,0,0,150.5,2,0
15484,57584,2,0,0,1,2,0,0,39,2017,8,14,0,0,0,0,101.5,0,0
15485,57585,2,0,0,2,0,0,2,57,2017,11,4,1,0,0,0,105.5,3,0
15486,57586,2,0,2,2,0,0,0,229,2018,10,22,1,0,0,0,89.25,3,0
15487,57587,3,1,1,2,0,0,3,53,2018,10,7,1,0,0,0,191.9,3,0
15488,57588,2,0,0,3,2,0,0,71,2017,9,10,0,0,0,0,126.0,0,0
15489,57589,2,0,2,6,0,0,1,115,2018,9,5,1,0,0,0,152.87,1,1
15490,57590,1,0,0,1,2,0,0,83,2018,9,30,0,0,0,0,112.2,0,0
15491,57591,3,0,2,4,0,0,1,113,2018,8,17,1,0,0,0,150.3,0,1
15492,57592,2,0,0,5,1,0,0,236,2018,9,27,1,0,0,0,81.16,0,1
15493,57593,1,0,0,1,0,0,0,12,2018,8,25,4,1,0,1,0.0,1,0
15494,57594,2,0,1,2,0,0,0,101,2018,4,11,1,0,0,0,80.0,0,1
15495,57595,2,0,0,3,0,0,0,142,2018,8,24,1,0,0,0,108.3,0,1
15496,57596,2,0,2,5,0,0,0,116,2018,2,28,0,0,0,0,72.0,0,0
15497,57597,2,0,1,5,0,0,1,157,2018,10,1,1,0,0,0,132.3,2,1
15498,57598,2,0,1,2,0,0,0,127,2017,8,22,0,0,0,0,94.5,0,0
15499,57599,2,0,0,2,0,0,0,98,2017,9,30,0,0,0,0,48.0,0,0
15500,57600,2,0,0,3,1,0,0,166,2018,11,26,1,0,0,0,79.2,0,1
15501,57601,2,0,1,3,0,0,0,199,2018,12,28,1,0,0,0,70.42,0,1
15502,57602,2,0,2,2,0,0,0,95,2017,11,20,1,0,0,0,72.25,1,0
15503,57603,1,0,1,2,0,0,1,32,2017,10,14,1,0,0,0,136.0,1,0
15504,57604,2,1,0,1,0,0,0,14,2018,1,7,1,0,0,0,75.0,0,1
15505,57605,2,0,1,2,0,0,1,28,2018,9,19,0,0,0,0,107.0,0,0
15506,57606,1,0,0,1,0,0,0,0,2018,6,8,0,0,0,0,130.0,0,0
15507,57607,2,0,0,2,2,0,0,23,2018,1,2,0,0,0,0,109.0,0,0
15508,57608,2,0,2,4,0,0,0,150,2018,7,3,1,0,0,0,99.45,2,0
15509,57609,2,0,1,2,0,0,0,56,2018,11,11,0,0,0,0,88.23,0,0
15510,57610,2,0,2,4,0,0,0,108,2018,12,7,1,0,0,0,88.4,1,0
15511,57611,1,0,1,2,0,0,0,174,2018,10,10,0,0,0,0,70.0,0,0
15512,57612,1,0,0,1,0,0,0,20,2018,10,27,2,1,0,2,84.0,0,0
15513,57613,2,1,0,2,0,0,0,8,2018,7,28,1,0,0,0,169.0,0,1
15514,57614,2,0,0,2,0,0,0,110,2018,12,9,0,0,0,0,70.0,0,0
15515,57615,1,0,2,1,0,0,0,93,2018,10,15,0,0,0,0,115.0,1,1
15516,57616,2,0,0,1,0,0,0,51,2018,9,16,0,0,0,0,85.5,0,0
15517,57617,3,0,2,5,0,0,1,79,2018,4,14,1,0,0,0,126.86,0,1
15518,57618,2,0,2,3,0,0,0,268,2018,4,8,0,0,0,0,78.0,0,1
15519,57619,2,0,2,1,0,0,0,208,2018,8,8,1,0,0,0,112.5,0,1
15520,57620,2,0,0,1,0,0,0,230,2018,9,6,1,0,0,0,111.0,0,1
15521,57621,1,0,0,2,0,0,0,59,2017,10,29,0,0,0,0,75.0,0,0
15522,57622,2,0,2,3,0,0,0,201,2018,5,1,1,0,0,0,106.2,0,1
15523,57623,2,0,1,4,0,0,0,57,2018,6,8,0,0,0,0,90.67,1,0
15524,57624,2,0,2,3,0,0,1,97,2017,12,29,0,0,0,0,60.0,0,0
15525,57625,2,0,2,2,2,0,0,30,2017,9,11,1,0,0,0,121.0,0,0
15526,57626,1,0,2,3,1,0,0,73,2018,3,22,1,0,0,0,89.31,0,1
15527,57627,2,0,1,2,0,0,0,49,2018,11,4,0,0,0,0,112.0,0,0
15528,57628,1,0,0,2,1,0,0,64,2018,11,18,1,0,0,0,143.28,0,1
15529,57629,3,0,2,1,0,0,5,30,2018,6,3,1,0,0,0,187.04,1,0
15530,57630,2,0,2,2,0,0,0,124,2018,7,24,1,0,0,0,99.85,1,0
15531,57631,3,0,1,2,0,0,1,160,2018,8,22,1,0,0,0,137.7,1,1
15532,57632,2,0,0,2,0,0,0,154,2018,8,30,1,0,0,0,109.8,0,1
15533,57633,2,0,0,2,1,0,0,47,2018,1,22,1,0,0,0,60.0,1,0
15534,57634,3,0,0,2,0,1,1,54,2018,7,27,1,0,0,0,160.47,2,0
15535,57635,1,0,0,4,0,0,0,69,2018,6,14,0,0,0,0,120.0,0,0
15536,57636,3,0,2,4,0,0,1,7,2018,2,14,1,0,0,0,127.0,0,1
15537,57637,2,0,2,2,0,0,0,256,2018,9,14,0,0,0,0,100.75,0,1
15538,57638,1,0,0,3,0,0,1,6,2018,11,3,2,0,0,0,100.63,0,0
15539,57639,2,0,0,1,0,1,0,106,2018,8,6,1,0,0,0,135.9,1,0
15540,57640,2,0,0,2,0,0,0,95,2018,11,20,1,0,0,0,72.25,2,0
15541,57641,2,0,2,5,0,0,1,184,2018,9,6,1,0,0,0,137.34,2,1
15542,57642,2,0,2,2,0,0,0,99,2018,4,24,1,0,0,0,81.08,0,1
15543,57643,1,0,0,1,0,0,0,3,2018,1,26,2,1,0,8,65.0,0,0
15544,57644,2,0,2,4,0,0,1,33,2018,3,4,0,0,0,0,62.2,0,0
15545,57645,2,0,2,4,0,0,0,25,2017,12,27,0,0,0,0,58.0,0,0
15546,57646,2,0,2,5,0,0,0,123,2018,7,7,1,0,0,0,114.66,0,1
15547,57647,2,2,0,2,0,0,3,60,2018,12,30,1,0,0,0,156.6,0,1
15548,57648,2,0,1,0,1,0,0,104,2018,10,9,1,0,0,0,108.0,1,1
15549,57649,2,0,2,1,1,0,0,173,2018,7,26,1,0,0,0,94.5,0,1
15550,57650,3,0,2,3,0,0,0,77,2018,4,10,1,0,0,0,100.84,3,0
15551,57651,2,0,2,4,0,0,0,204,2017,9,2,0,0,0,0,80.75,0,0
15552,57652,2,0,2,3,0,0,0,192,2018,8,28,1,0,0,0,66.71,0,1
15553,57653,3,0,3,6,0,0,1,123,2018,7,1,1,0,0,0,155.7,0,1
15554,57654,2,0,0,3,0,1,0,99,2018,3,23,1,0,0,0,89.3,1,0
15555,57655,1,0,1,5,0,1,0,6,2018,12,6,0,0,0,0,88.0,0,0
15556,57656,1,0,1,2,0,0,0,65,2017,7,13,1,0,0,0,68.85,1,0
15557,57657,2,0,0,2,0,0,0,214,2018,8,16,1,0,0,0,96.3,0,1
15558,57658,2,0,0,2,0,0,0,121,2018,6,15,0,0,0,0,90.0,0,0
15559,57659,1,0,1,3,0,0,0,166,2018,11,4,0,0,0,0,110.0,0,0
15560,57660,3,0,1,5,0,0,1,16,2018,6,14,1,0,0,0,161.6,1,0
15561,57661,2,0,2,3,1,0,0,268,2018,10,9,1,0,0,0,80.75,0,1
15562,57662,2,0,1,3,0,0,0,212,2018,5,20,1,0,0,0,78.0,0,1
15563,57663,1,0,2,2,0,0,0,41,2018,3,13,2,0,0,0,65.0,0,0
15564,57664,2,0,1,5,0,0,0,129,2018,5,13,1,0,0,0,126.9,1,0
15565,57665,2,1,1,3,2,1,0,66,2018,4,26,1,0,0,0,148.5,2,0
15566,57666,2,0,0,3,0,0,0,103,2018,4,4,0,0,0,0,80.0,0,0
15567,57667,2,0,2,2,0,0,0,156,2018,8,13,1,0,0,0,126.9,0,1
15568,57668,3,0,4,10,0,1,1,162,2018,8,18,1,0,0,0,139.05,2,1
15569,57669,2,0,1,3,0,0,0,99,2018,4,11,1,0,0,0,82.45,1,0
15570,57670,2,0,2,2,2,0,1,80,2018,4,10,0,0,0,0,136.0,0,0
15571,57671,2,0,0,4,0,0,0,259,2018,10,12,1,0,0,0,73.95,0,1
15572,57672,2,0,1,3,2,0,0,109,2018,11,21,1,0,0,0,97.75,3,0
15573,57673,2,0,2,5,0,0,0,119,2018,9,20,1,0,0,0,129.6,1,0
15574,57674,2,0,2,2,0,0,1,145,2018,8,22,0,0,0,0,82.45,0,0
15575,57675,2,0,1,1,0,0,0,78,2018,3,25,0,0,0,0,100.0,0,0
15576,57676,1,2,0,1,0,0,0,5,2017,8,10,1,0,0,0,153.0,0,1
15577,57677,2,0,2,3,0,0,0,290,2018,12,17,1,0,0,0,73.95,0,1
15578,57678,2,0,2,5,0,0,0,147,2018,5,25,1,0,0,0,106.25,2,0
15579,57679,3,0,1,1,0,0,1,36,2018,12,24,1,0,0,0,154.0,0,0
15580,57680,1,0,1,0,0,0,0,6,2017,10,11,2,1,1,8,65.0,0,0
15581,57681,2,0,0,2,2,0,1,55,2018,6,15,1,0,0,0,157.5,1,0
15582,57682,2,0,2,2,2,0,0,108,2018,5,13,1,0,0,0,160.75,0,1
15583,57683,2,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,90.0,1,0
15584,57684,2,0,2,5,0,0,0,184,2018,10,2,1,0,0,0,108.9,0,1
15585,57685,2,0,1,5,0,0,0,40,2018,10,26,0,0,0,0,85.0,0,0
15586,57686,2,1,0,1,0,0,3,2,2018,6,24,1,0,0,0,220.0,2,0
15587,57687,1,0,1,0,0,0,0,20,2018,2,1,2,1,0,6,65.0,0,0
15588,57688,2,0,0,3,0,0,0,29,2017,12,29,0,0,0,0,73.0,0,0
15589,57689,1,0,1,0,0,1,0,3,2018,2,28,2,1,0,4,84.0,1,0
15590,57690,2,0,2,2,0,0,0,141,2018,7,30,1,0,0,0,82.45,0,1
15591,57691,2,1,0,2,0,0,0,16,2018,3,29,1,0,0,0,126.0,0,1
15592,57692,1,0,2,5,0,0,0,118,2018,4,28,1,0,0,0,90.95,0,1
15593,57693,2,0,1,1,0,0,0,76,2018,6,9,0,0,0,0,80.75,1,0
15594,57694,2,0,1,2,0,0,0,41,2018,12,26,0,0,0,0,98.67,1,0
15595,57695,3,0,2,1,0,0,4,36,2018,10,9,1,0,0,0,151.2,0,1
15596,57696,2,0,0,2,2,0,0,105,2017,10,25,0,0,0,0,110.0,0,0
15597,57697,3,0,0,2,0,0,1,7,2018,7,20,1,0,0,0,86.78,1,0
15598,57698,1,0,0,3,0,0,0,29,2018,11,16,0,0,0,0,67.5,1,0
15599,57699,1,0,0,1,0,0,0,139,2017,7,21,1,0,0,0,85.5,0,1
15600,57700,2,0,0,4,0,0,1,126,2018,7,6,1,0,0,0,113.41,0,1
15601,57701,2,0,2,5,0,0,1,123,2018,9,10,1,0,0,0,143.1,2,0
15602,57702,3,0,0,3,0,0,0,58,2017,11,24,0,0,0,0,85.0,1,0
15603,57703,2,1,2,1,0,0,0,159,2018,8,5,1,0,0,0,90.0,0,1
15604,57704,2,0,1,3,0,0,0,63,2018,9,1,0,0,0,0,80.75,0,0
15605,57705,2,0,0,4,0,0,1,213,2018,9,27,1,0,0,0,118.15,1,1
15606,57706,2,0,2,2,0,0,0,79,2018,4,9,0,0,0,0,80.75,0,0
15607,57707,1,0,0,3,1,0,0,206,2018,9,29,1,0,0,0,127.0,2,1
15608,57708,1,0,0,3,0,0,0,69,2018,5,13,1,0,0,0,99.9,0,1
15609,57709,3,0,0,1,0,0,1,102,2018,12,16,1,0,0,0,119.0,0,1
15610,57710,2,0,1,0,1,0,0,3,2018,9,26,1,0,0,0,195.0,1,0
15611,57711,1,0,0,1,0,0,5,0,2017,10,21,4,1,0,1,0.0,1,0
15612,57712,2,1,0,2,0,0,0,35,2018,7,20,1,0,0,0,160.33,1,0
15613,57713,2,0,0,3,0,0,0,105,2018,7,6,0,0,0,0,72.25,0,0
15614,57714,2,0,1,4,0,0,0,100,2018,9,2,1,0,0,0,119.85,1,0
15615,57715,2,0,0,3,0,0,0,166,2018,10,24,1,0,0,0,110.0,0,1
15616,57716,2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
15617,57717,2,0,2,2,0,0,0,112,2018,12,24,1,0,0,0,88.4,2,0
15618,57718,2,0,2,3,0,0,0,184,2018,9,24,1,0,0,0,152.15,2,1
15619,57719,1,0,2,1,0,0,0,282,2017,10,10,0,0,0,0,76.67,0,0
15620,57720,2,0,0,4,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
15621,57721,2,1,2,0,0,0,0,33,2018,8,14,1,0,0,0,152.1,1,0
15622,57722,2,2,0,2,0,0,3,4,2018,11,11,1,0,0,0,184.0,3,0
15623,57723,2,0,2,1,0,1,0,162,2018,10,30,1,0,0,0,135.9,1,0
15624,57724,2,0,2,5,0,0,0,24,2018,1,22,0,0,0,0,55.0,0,0
15625,57725,2,0,1,2,0,0,1,192,2018,9,16,1,0,0,0,140.4,0,1
15626,57726,2,2,1,2,0,0,3,82,2018,4,1,1,0,0,0,159.3,1,0
15627,57727,2,0,0,2,1,0,0,136,2018,8,26,1,0,0,0,85.5,1,0
15628,57728,1,0,0,1,0,0,0,128,2018,5,12,1,0,0,0,99.9,1,0
15629,57729,2,2,1,1,0,0,3,39,2018,5,20,1,0,0,0,198.9,0,1
15630,57730,2,0,0,3,0,0,0,157,2018,7,7,1,0,0,0,112.0,0,1
15631,57731,2,0,1,1,2,0,0,247,2018,8,6,0,0,0,0,115.0,1,1
15632,57732,2,0,2,3,1,0,0,146,2018,8,14,1,0,0,0,94.5,1,0
15633,57733,2,2,1,2,0,0,3,56,2018,9,16,1,0,0,0,207.9,1,0
15634,57734,2,1,0,1,1,0,0,0,2018,10,29,0,0,0,0,82.66,0,0
15635,57735,2,1,2,2,0,0,0,7,2017,8,27,1,0,0,0,90.0,3,0
15636,57736,1,0,0,2,0,0,0,64,2018,6,17,2,0,0,0,130.0,0,0
15637,57737,2,0,2,2,0,0,0,174,2018,9,4,1,0,0,0,119.85,1,1
15638,57738,2,0,0,3,0,0,1,163,2018,8,26,1,0,0,0,99.45,0,1
15639,57739,1,0,0,1,2,0,0,221,2018,9,12,0,0,0,0,73.0,0,0
15640,57740,2,0,2,2,0,0,0,150,2018,7,24,1,0,0,0,99.45,1,0
15641,57741,2,1,2,2,0,0,0,8,2018,8,13,1,0,0,0,159.5,1,0
15642,57742,2,2,0,3,0,0,3,32,2018,8,17,1,0,0,0,214.75,0,1
15643,57743,2,0,1,0,0,0,0,125,2017,8,15,1,0,0,0,76.5,1,1
15644,57744,2,0,2,6,1,0,0,115,2018,8,20,1,0,0,0,92.65,1,0
15645,57745,2,0,0,2,0,0,0,163,2018,6,15,1,0,0,0,100.0,0,1
15646,57746,2,0,2,3,0,0,4,3,2018,8,4,1,0,0,0,122.24,0,0
15647,57747,3,0,0,3,0,0,1,89,2018,9,9,1,0,0,0,168.3,2,0
15648,57748,2,0,1,0,0,0,1,26,2018,5,11,1,0,0,0,156.0,0,1
15649,57749,1,0,1,2,1,0,0,57,2018,4,22,1,0,0,0,94.5,0,1
15650,57750,2,0,0,4,0,0,0,259,2018,10,5,0,0,0,0,89.0,0,1
15651,57751,1,0,0,1,0,0,0,179,2018,9,1,1,0,0,0,108.9,0,1
15652,57752,2,0,2,2,0,0,0,122,2017,8,13,1,0,0,0,76.5,1,0
15653,57753,2,2,2,1,0,0,3,26,2018,3,19,1,0,0,0,163.67,0,1
15654,57754,1,0,1,2,0,0,1,23,2018,4,18,1,0,0,0,137.33,0,1
15655,57755,2,0,1,3,0,0,0,60,2017,12,30,0,0,0,0,68.0,1,0
15656,57756,2,0,2,3,1,0,0,116,2018,4,17,1,0,0,0,81.9,1,0
15657,57757,2,0,2,2,2,0,2,161,2018,3,25,0,0,0,0,130.0,0,1
15658,57758,2,0,0,3,0,0,0,123,2018,3,24,1,0,0,0,108.3,0,1
15659,57759,2,0,2,1,1,0,2,1,2018,1,23,1,0,0,0,78.52,0,0
15660,57760,1,0,2,2,0,0,0,212,2018,10,16,1,0,0,0,128.7,2,1
15661,57761,3,0,0,1,0,0,1,9,2018,7,22,1,0,0,0,153.0,1,0
15662,57762,2,0,1,4,0,0,0,174,2018,7,12,1,0,0,0,95.2,0,1
15663,57763,2,1,1,1,0,0,0,162,2018,7,16,1,0,0,0,130.5,2,1
15664,57764,2,0,0,3,0,0,0,42,2018,11,17,0,0,0,0,75.0,0,0
15665,57765,2,0,0,2,2,0,0,102,2017,11,16,0,0,0,0,109.0,0,0
15666,57766,2,0,2,5,0,0,0,87,2018,8,20,0,0,0,0,85.0,1,0
15667,57767,2,0,0,1,0,0,2,48,2018,3,4,1,0,0,0,94.5,0,1
15668,57768,1,0,1,1,0,0,0,159,2018,8,9,1,0,0,0,114.75,1,1
15669,57769,2,0,2,3,2,0,1,87,2018,9,23,1,0,0,0,183.6,0,1
15670,57770,3,0,1,0,0,0,1,13,2018,7,25,1,0,0,0,169.0,1,0
15671,57771,1,0,0,1,2,0,0,221,2018,8,12,0,0,0,0,96.0,0,0
15672,57772,2,0,2,2,0,0,0,20,2018,10,4,0,0,0,0,85.0,0,0
15673,57773,2,0,1,2,0,0,1,5,2017,9,30,1,0,0,0,151.33,1,0
15674,57774,2,0,1,0,0,0,0,123,2018,7,13,1,0,0,0,76.5,1,0
15675,57775,2,0,0,1,2,0,0,14,2018,4,26,0,0,0,0,73.0,1,0
15676,57776,2,0,0,1,0,0,0,33,2018,1,8,2,0,0,0,64.0,0,0
15677,57777,2,0,0,1,0,0,0,92,2018,11,11,0,0,0,0,90.0,0,0
15678,57778,2,0,0,2,0,0,0,140,2018,7,1,1,0,0,0,96.3,2,0
15679,57779,2,2,0,1,0,0,3,12,2018,4,5,1,0,0,0,201.0,0,1
15680,57780,2,0,0,3,0,0,0,145,2018,8,17,1,0,0,0,123.3,1,0
15681,57781,2,0,1,2,0,0,0,17,2018,6,13,0,0,0,0,91.0,0,0
15682,57782,2,0,1,0,0,0,0,305,2018,11,4,1,0,0,0,89.0,1,1
15683,57783,2,0,2,3,0,0,0,174,2018,9,9,1,0,0,0,119.85,1,1
15684,57784,2,0,1,3,0,0,0,104,2018,5,5,0,0,0,0,80.75,0,0
15685,57785,2,0,2,3,0,0,0,276,2018,5,13,1,0,0,0,95.0,0,1
15686,57786,3,0,1,4,0,0,1,155,2018,8,1,1,0,0,0,130.05,0,1
15687,57787,3,0,0,3,0,0,1,55,2018,3,29,1,0,0,0,123.3,2,0
15688,57788,2,0,1,4,0,0,3,1,2017,12,30,1,0,0,0,156.0,2,0
15689,57789,2,0,2,1,0,0,0,179,2018,10,2,1,0,0,0,108.9,0,1
15690,57790,2,0,0,4,0,0,0,170,2018,7,26,0,0,0,0,72.25,2,0
15691,57791,2,0,0,3,0,0,0,206,2018,9,8,1,0,0,0,102.85,2,1
15692,57792,2,1,0,5,2,0,0,21,2018,12,27,1,0,0,0,113.05,3,0
15693,57793,2,0,2,2,1,0,0,91,2018,4,10,1,0,0,0,58.9,1,0
15694,57794,2,0,0,2,1,0,0,199,2018,5,24,1,0,0,0,95.4,1,1
15695,57795,1,0,0,1,1,0,0,71,2018,11,24,1,0,0,0,79.2,2,0
15696,57796,2,0,0,3,0,0,0,162,2017,10,17,0,0,0,0,70.0,0,0
15697,57797,2,1,0,2,0,0,0,0,2018,7,11,1,0,0,0,159.0,0,1
15698,57798,2,0,2,5,0,0,0,163,2017,8,5,1,0,0,0,76.5,3,0
15699,57799,2,0,2,1,0,0,0,122,2018,5,15,0,0,0,0,85.0,0,0
15700,57800,3,0,2,4,0,0,0,155,2018,8,16,1,0,0,0,115.68,2,1
15701,57801,2,0,1,1,2,0,0,301,2018,8,30,0,0,0,0,90.0,0,1
15702,57802,2,0,1,3,0,0,0,100,2018,5,19,1,0,0,0,136.0,1,0
15703,57803,3,0,2,2,0,0,0,69,2018,5,13,1,0,0,0,150.45,1,0
15704,57804,1,0,3,6,0,0,0,2,2017,10,7,1,0,0,0,84.7,1,0
15705,57805,2,1,0,1,0,0,1,59,2018,10,28,1,0,0,0,104.64,2,0
15706,57806,2,0,1,4,0,0,1,93,2018,9,3,1,0,0,0,149.4,3,0
15707,57807,2,2,0,3,0,0,3,21,2018,3,24,1,0,0,0,221.0,0,1
15708,57808,2,0,0,2,0,0,1,28,2017,10,11,0,0,0,0,75.0,1,0
15709,57809,1,0,0,1,0,1,0,9,2018,8,30,0,0,0,0,67.0,0,0
15710,57810,2,0,2,3,0,0,0,40,2018,5,21,0,0,0,0,75.0,0,0
15711,57811,2,0,0,4,2,0,0,65,2018,12,21,1,0,0,0,122.65,1,0
15712,57812,2,0,2,1,0,0,0,152,2018,8,1,1,0,0,0,114.3,0,1
15713,57813,1,0,1,1,0,0,0,3,2018,12,20,2,1,0,2,79.0,1,0
15714,57814,2,0,2,2,0,0,1,26,2018,10,22,1,0,0,0,161.5,0,1
15715,57815,2,0,1,1,0,0,0,159,2018,4,9,0,0,0,0,65.0,0,0
15716,57816,2,0,1,3,0,0,0,139,2018,5,5,1,0,0,0,99.45,1,0
15717,57817,2,0,1,0,0,0,0,101,2018,7,16,0,0,0,0,81.25,1,0
15718,57818,1,0,0,1,0,0,0,6,2017,12,10,0,0,0,0,62.0,0,0
15719,57819,2,0,1,0,0,0,0,127,2018,7,10,1,0,0,0,114.3,0,1
15720,57820,2,0,0,4,0,0,0,118,2018,4,25,1,0,0,0,90.95,1,0
15721,57821,2,0,0,1,0,0,4,6,2018,9,13,0,0,0,0,77.0,2,0
15722,57822,2,2,0,2,0,0,3,169,2018,7,5,1,0,0,0,167.45,2,0
15723,57823,2,0,2,0,2,0,0,23,2018,1,25,0,0,0,0,109.0,0,0
15724,57824,2,0,2,5,0,0,0,207,2018,8,13,1,0,0,0,72.25,1,0
15725,57825,1,0,0,3,0,0,0,271,2018,9,21,1,0,0,0,0.0,0,0
15726,57826,2,0,1,2,1,0,0,99,2018,9,12,1,0,0,0,125.1,0,1
15727,57827,2,0,0,2,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,0
15728,57828,2,0,2,3,0,0,0,179,2018,7,17,1,0,0,0,90.95,0,1
15729,57829,2,0,0,4,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
15730,57830,3,1,0,3,0,0,1,56,2018,11,10,1,0,0,0,115.6,4,0
15731,57831,1,0,2,0,2,0,0,386,2017,10,23,0,0,0,0,90.0,1,0
15732,57832,2,0,1,3,0,0,1,151,2018,6,6,1,0,0,0,120.7,1,1
15733,57833,2,1,0,3,0,0,0,29,2018,3,21,1,0,0,0,139.0,1,0
15734,57834,3,0,2,3,0,0,1,127,2018,7,22,1,0,0,0,141.3,2,0
15735,57835,2,0,2,2,0,0,0,275,2018,4,17,0,0,0,0,110.0,0,1
15736,57836,2,0,1,2,0,0,0,33,2018,1,25,2,0,0,0,64.0,0,0
15737,57837,2,0,1,1,0,1,0,117,2018,8,1,1,0,0,0,112.5,0,0
15738,57838,1,0,0,3,0,0,0,8,2017,12,9,0,0,0,0,62.0,0,0
15739,57839,2,0,0,1,0,0,0,151,2018,7,20,1,0,0,0,105.3,0,1
15740,57840,1,1,0,1,0,0,0,58,2018,11,1,1,0,0,0,98.1,2,0
15741,57841,2,1,1,1,0,0,0,61,2018,7,23,1,0,0,0,121.5,0,1
15742,57842,1,0,0,1,0,0,0,45,2018,6,23,1,0,0,0,99.9,0,1
